tweet,clean,date,time,link
Kawawa naman yung mga gragraduate ngayon school year laking perwisyo nang covid-19,kawawa gragraduate school year laking perwisyo covid,2020-03-12,13:14:30+00:00,https://twitter.com/jhonpnda/status/1238090997038321664
"Salute to all medical professionals attending to people who are positive for COVID-19. I know some of them are underpaid, but they still did their job as medical professionals. Truly, they lived up into the Hippocratic Oath they have sworn.",salute medical professionals attending people positive covid know underpaid still job medical professionals truly lived hippocratic oath sworn,2020-03-12,13:14:02+00:00,https://twitter.com/jadexxii/status/1238090876624101376
They did what needed to be done. Kudos. At least they are covid-19 free,needed done kudos least covid free,2020-03-12,13:13:47+00:00,https://twitter.com/ClosetedFan/status/1238090815336935424
Can we stick sa COVID issue?,stick covid issue,2020-03-12,13:13:11+00:00,https://twitter.com/b14ck3y3/status/1238090664048386051
bakit ba ginagawa mong joke yung mga taong namamatay sa covid-19????? namamatay sa administrasyon mo???? nakakagalit.,mong joke taong namamatay covid namamatay administrasyon mo nakakagalit,2020-03-12,13:12:15+00:00,https://twitter.com/yaaanmanalo/status/1238090427032416257
The Code Alert System for COVID-19 has been raised to Code Red Sublevel.,code alert system covid raised code red sublevel,2020-03-12,13:11:32+00:00,https://twitter.com/mondsaki/status/1238090246635401219
"Good evening everyone! Please take care of yourselves and follow all these steps to avoid COVID-19. As this outbreak turned into pandemic one, we the organizers are having a meeting about our cupsleeve event. Rest assured that we will consider your health. Take care everyone! ",good evening everyone please follow steps avoid covid outbreak turned pandemic organizers meeting cupsleeve event rest assured consider health everyone,2020-03-12,13:10:23+00:00,https://twitter.com/sundawnsehun/status/1238089958092505088
DU30 live now for COVID-19,du30 live covid,2020-03-12,13:08:53+00:00,https://twitter.com/ketlogg/status/1238089582102499331
hoy may ncov keep safe mami ,hoy ncov keep safe mami,2020-03-12,13:07:36+00:00,https://twitter.com/shairasalamera_/status/1238089259015233537
May this covid-19 pandemic remind us to #VoteWisely next election.,covid pandemic remind us next election,2020-03-12,13:06:35+00:00,https://twitter.com/ulybog/status/1238089001560502272
pls ncov wag kang aabot ng May kailangan matuloy ang msb2020 okay???????,pls ncov kang aabot matuloy msb2020 okay,2020-03-12,13:06:23+00:00,https://twitter.com/_katern/status/1238088952726208513
"Kapag nagkagulo at lumala ang Covid-19, si Duque sisisihin nito. Clearly, he is putting all the responsibilities to Duque ",nagkagulo lumala covid duque sisisihin clearly putting responsibilities duque,2020-03-12,13:06:22+00:00,https://twitter.com/hydrocarbonsAdi/status/1238088948028592128
UMAASA NALANG AKO SA MGA SCIENTISTS AND HEALTH WORKERS PARA MATAPOS TONG COVID-19. GORL WALA TAYONG AASAHAN SA DUTERTE.,umaasa scientists health workers matapos covid gorl tayong aasahan duterte,2020-03-12,13:03:56+00:00,https://twitter.com/heymacyou/status/1238088335156887553
"Parang nagkukwento lang sa kanto. We want plans and actions moving forward. Mahirap makahanap ng gamot for Covid-19, pero mas mahirap intindihin yung sinasabi nya. Partida nagbabasa pa yan.",parang nagkukwento kanto plans actions moving forward mahirap makahanap gamot covid mahirap intindihin sinasabi nya partida nagbabasa yan,2020-03-12,13:03:21+00:00,https://twitter.com/hydrocarbonsAdi/status/1238088190939955206
Sana mawala na covid para laklakin ng mga nag hoard yung alcohol nila.,mawala covid laklakin nag hoard alcohol,2020-03-12,13:01:55+00:00,https://twitter.com/jaypeeollos/status/1238087828099067904
PDuterte: May resolusyong inihanda para kontrolin ang COVID-19,pduterte resolusyong inihanda kontrolin covid,2020-03-12,13:00:50+00:00,https://twitter.com/JohnRPuzon_/status/1238087554865319938
"One spatial pasig, kaso covid is waving ",spatial pasig kaso covid waving,2020-03-12,13:00:50+00:00,https://twitter.com/marielledriz/status/1238087553682563073
"PDuterte: Military at police, tutulong kung lalala ang krisis sa COVID-19",pduterte military police tutulong lalala krisis covid,2020-03-12,12:59:32+00:00,https://twitter.com/JohnRPuzon_/status/1238087227290161153
PDuterte: Sumunod sa social distancing ( o pagdinstansya sa iba) para iwas COVID-19,pduterte sumunod social distancing pagdinstansya iwas covid,2020-03-12,12:58:39+00:00,https://twitter.com/JohnRPuzon_/status/1238087004241293317
"PDuterte: COVID-19 is a serious one, wag itong maliitin.",pduterte covid serious itong maliitin,2020-03-12,12:57:51+00:00,https://twitter.com/JohnRPuzon_/status/1238086806077235201
“Wag niyong maliitin. Do not minimize it” on Covid-19 -DU30 Awow. Ask mo yung pet mo,niyong maliitin minimize covid du30 awow ask mo mo,2020-03-12,12:57:20+00:00,https://twitter.com/opeymanipopcorn/status/1238086673491099648
Even the nba player’s and mga sikat na personalidad tinamaan na ng ncov. Please take care everyone ,even nba players sikat personalidad tinamaan ncov please everyone,2020-03-12,12:57:04+00:00,https://twitter.com/KeiryMdrnCrdvll/status/1238086606549991426
anong connect ng rabies sa covid-19????,anong connect rabies covid,2020-03-12,12:56:54+00:00,https://twitter.com/gheeyooh/status/1238086564078485506
Me: yes! finally makakagraduate na ko this year! NCOV: ulol ,yes finally makakagraduate year ncov,2020-03-12,12:56:30+00:00,https://twitter.com/lesbianjesuus/status/1238086463666794496
Antidote lang daw makakalaban sa covid-19. He compared it to a dog bite and anti-rabbies injection.,antidote daw makakalaban covid compared bite anti rabbies injection,2020-03-12,12:56:13+00:00,https://twitter.com/ulybog/status/1238086392997011456
Duterte speaks live on COVID-19 ,duterte speaks live covid,2020-03-12,12:56:10+00:00,https://twitter.com/chiarazambrano/status/1238086379571044353
Haynakooooo! COVID-19 ANG LABANAN HINDI RABBIES. KALOKAAAA,haynakooooo covid labanan rabbies kalokaaaa,2020-03-12,12:56:07+00:00,https://twitter.com/ayemkyshp/status/1238086366790995968
President Duterte addresses the nation amid COVID-19 pandemic.,president duterte addresses nation amid covid pandemic,2020-03-12,12:55:55+00:00,https://twitter.com/PocholoFelix/status/1238086316576747521
Shot nanaman para iwas ncov,shot nanaman iwas ncov,2020-03-12,12:54:46+00:00,https://twitter.com/poncearellano3/status/1238086027815706624
“Covid-19 is spreading accross the country... including..... the Philippines.” HA?,covid spreading accross country including philippines,2020-03-12,12:54:30+00:00,https://twitter.com/ulybog/status/1238085962858557440
President is live today on DZMM and ABS-CBN News Facebook page RE COVID-19.,president live today dzmm abs cbn news facebook page covid,2020-03-12,12:53:39+00:00,https://twitter.com/mondsaki/status/1238085747246166016
Best advice! Just check legit sources for COVID related updates. ,best advice check legit sources covid related updates,2020-03-12,12:52:37+00:00,https://twitter.com/ZenCrunchNet/status/1238085487018905600
"@PokemonGoApp hello. Do you have a Plan B on how players can continue their streak with Covid-19 happening? Not a lot of people can go out. Floating pokestops or more random surges, perhaps? @Pokemon #pokemongo #pokemon",hello plan players continue streak covid happening lot people go floating pokestops random surges perhaps,2020-03-12,12:51:19+00:00,https://twitter.com/jc_pagdanganan/status/1238085162547572736
Lord please!!! Stop nyo na po ang covid 19 ,lord please stop nyo covid,2020-03-12,12:50:18+00:00,https://twitter.com/maymay_claire/status/1238084905948418052
waiting for the Press Conference of our President Duterte #COVID,waiting press conference president duterte,2020-03-12,12:47:29+00:00,https://twitter.com/MrPepsiLLas/status/1238084197077487619
"Ngayun mas naging pabor sakin yung pumasok, mamimiss ko mga tropa ko! Hayop na ncov to.",ngayun pabor sakin pumasok mamimiss tropa hayop ncov,2020-03-12,12:45:06+00:00,https://twitter.com/GarretGarrucho/status/1238083595446538241
Hi. This is COVID related concern. I DMed you regarding a flight for Albay. May I know how to rebook a flight that’s been checked-in online. Thank you.,hi covid related concern dmed regarding flight albay know rebook flight thats checked online thank,2020-03-12,12:42:37+00:00,https://twitter.com/raybertDomingo/status/1238082972231712769
"Hayp na covid-19 kasi to eh, wala tuloy kaming matinong closure at goodbye party ng mga students ko, nakaplano na yun eh! ",hayp covid kasi tuloy kaming matinong closure goodbye party students nakaplano,2020-03-12,12:42:14+00:00,https://twitter.com/ryetalksabout/status/1238082876928700417
Nag legion kami kanina tapos puro about sa ncov lang yung topic. Sabi ko hanggang march 28 lang tatag yung ncov kasi mamatay na sila mga 11:59 pa lang ng march 28,nag legion kanina tapos puro ncov topic march tatag ncov kasi mamatay march,2020-03-12,12:40:47+00:00,https://twitter.com/MariaHannaaahhh/status/1238082511114133507
"Covid-19 will test your life principles and values you uphold. It will define your character, who you are during crisis. Don’t let it be inhumane.",covid test life principles values uphold define character crisis dont let inhumane,2020-03-12,12:38:35+00:00,https://twitter.com/hoyrebreb/status/1238081954425126912
paano kaya mag celebrate ng birthday sa gitna na covid-19? face mask party?,celebrate birthday gitna covid mask party,2020-03-12,12:37:20+00:00,https://twitter.com/JPCMalayo/status/1238081640594690049
Almm moo covid-19 ng dahilll sayyyooooo hindii nminnn makakamitt yung inaantay nmingg moving up panira ka alm mo ba yunnnn!!,almm moo covid dahilll sayyyooooo hindii nminnn makakamitt inaantay nmingg moving panira alm mo yunnnn,2020-03-12,12:33:07+00:00,https://twitter.com/kimsicogsi/status/1238080580102713345
"Waaaaah !!! Excited na ako mag-Galera Anyways, I have my hygiene kit para safe ako sa NCOV ",waaaaah excited galera anyways hygiene kit safe ncov,2020-03-12,12:31:07+00:00,https://twitter.com/Itsmejherome/status/1238080079025983488
Covid-free and DDS-free days,covid free dds free days,2020-03-12,12:30:59+00:00,https://twitter.com/vncblz/status/1238080042271248384
Abangan po natin kung paano ikokonekta ni Digong ang COVID-19 sa drugs.,abangan natin ikokonekta digong covid drugs,2020-03-12,12:25:19+00:00,https://twitter.com/RykkQE/status/1238078618556755970
Alam mo yung kahit di kailangan e mapapasugod ka sa supermarket kasi feeling mo inuubusan ka na ng mga kababayan mo ng pang araw araw nyong pangangailangan at di dahil sa Covid-19 buset! ,alam mo mapapasugod supermarket kasi feeling mo inuubusan kababayan mo araw araw nyong pangangailangan covid buset,2020-03-12,12:20:53+00:00,https://twitter.com/troobie_md/status/1238077503299674113
Jowang jowa na ako kaso na alala ko pala may ncov next year nalang pala hahaha,jowang jowa kaso alala pala ncov next year pala,2020-03-12,12:20:12+00:00,https://twitter.com/kyahcjayKen/status/1238077327935848448
sunod na kalaban ni Cardo covid-19 lmao,sunod kalaban cardo covid lmao,2020-03-12,12:17:54+00:00,https://twitter.com/peidmrn/status/1238076749730041857
"Always at the forefront of absolute cleanliness, superior hygiene and utmost safety for a COVID-Free environment. @redermmedical #patientandstaffcare #healthandwellness #dermatologyandskinhealth @REDERM… https://www.instagram.com/p/B9oh2KNHZFA/?igshid=1mzhtgtbzh9f0",always forefront absolute cleanliness superior hygiene utmost safety covid free environment,2020-03-12,12:16:44+00:00,https://twitter.com/redreciomd/status/1238076456267321346
Happy Birthday babe!! Pag bigyan mo na si Covid.,happy birthday babe bigyan mo covid,2020-03-12,12:16:30+00:00,https://twitter.com/IamNickz08/status/1238076397165244417
"#한순간의_플래시가_퀀텀리프로 #FromFlash_ToQtLeap @OUI_ent madame mamahalin talaga kita ng bongga,ipasyal pa kita s pilipinas (pag wala ng ncov,) payagan mo lang si yohan",madame mamahalin bongga ipasyal pilipinas ncov payagan mo yohan,2020-03-12,12:15:42+00:00,https://twitter.com/showen28/status/1238076195717009412
Naa pay NCOV sis hahaha,naa pay ncov sis,2020-03-12,12:15:26+00:00,https://twitter.com/jonafeaguaviva_/status/1238076130776645633
Yeah. The least this Covid scare can do is take my endorphins away.,yeah least covid scare endorphins away,2020-03-12,12:14:04+00:00,https://twitter.com/LangUsap/status/1238075787971977218
"ncov lang yan, ikaw si mico",ncov yan mico,2020-03-12,12:10:56+00:00,https://twitter.com/airaxjoyy/status/1238074998675230720
Nothing to PANIC Nothing to WORRY HE is with us I have survive CANCER THEN I will survive COVID-19 #trustinHIM @Resurrection of Our Lord Parish (ROLP) - Paltok https://www.instagram.com/p/B9og4kwn6KRRrNZkFe6CNCDNWp2kNuzY6I35A00/?igshid=1rxlwfjtemdkw,nothing panic nothing worry us survive cancer survive covid lord parish rolp paltok,2020-03-12,12:08:18+00:00,https://twitter.com/james_rhett/status/1238074334771580931
tangina sumabay pa yung sumpa ng gulod sa ncov ,sumabay sumpa gulod ncov,2020-03-12,12:07:17+00:00,https://twitter.com/inchrstnsnchz/status/1238074080772763649
May dalawang sakit siguro si Duterte ngayon kaya antagal: COVID-19 at Filipino Time lol,dalawang sakit siguro duterte antagal covid filipino time lol,2020-03-12,12:06:39+00:00,https://twitter.com/itsenzobishes/status/1238073919543767042
"Ang haba ng meeting nila, mas kinakabahan ako! PROLONGING THE AGONY!! Positive nadin ba sya sa #COVID ? ",haba meeting kinakabahan prolonging agony positive nadin sya,2020-03-12,12:06:10+00:00,https://twitter.com/Nemuel_lasher/status/1238073798047363074
"Tamang harot amid Covid-19 pandemic HAHAHAHA chour. I support you, ate ",tamang harot amid covid pandemic chour support ate,2020-03-12,12:04:37+00:00,https://twitter.com/clntjrdbclts/status/1238073409386340354
"Amidst the COVID 2019 concern, let us ensure that our immune system is strong and healthy. Let us include in our prayers that this pandemic will diminish fast.",amidst covid concern let us ensure immune system strong healthy let us include prayers pandemic diminish fast,2020-03-12,12:03:33+00:00,https://twitter.com/jryandillera/status/1238073137838747648
Better be safe than sorry. #COVID,better safe sorry,2020-03-12,11:58:55+00:00,https://twitter.com/androfrancisco/status/1238071972241666048
Last Monday we already prepared protocols/guidelines in relation to Covid-19 taking into consideration that WHO will categorize the case as Pandemic and for cluster lockdown.,last monday already prepared protocols guidelines relation covid taking consideration categorize case pandemic cluster lockdown,2020-03-12,11:57:30+00:00,https://twitter.com/mcpid67/status/1238071618884100098
Ngayon lang sa TV Patrol... Reporter: Ano pong masasabi niyo sa COVID-19? Vendor: Akala ko expired na yan kasi 2019 pa yan eh 2020 na.,tv patrol reporter pong masasabi niyo covid vendor akala expired yan kasi yan,2020-03-12,11:52:39+00:00,https://twitter.com/heymacyou/status/1238070397251117058
"My sister is from seattle washington and she is a nurse, been praying for her safety.. lord protect my sister and my parents from covid-19..in jesus name AMEN ",sister seattle washington nurse praying safety lord protect sister parents covid jesus amen,2020-03-12,11:51:37+00:00,https://twitter.com/bbellebb/status/1238070135040032770
A recent study done in the US finds that nCoV can stay as droplets in the air for 3 hours and settle for 4-36 hours depending on the surface. Yep so wash your hands regularly ,recent study done us finds ncov stay droplets air hours settle hours depending surface yep wash hands regularly,2020-03-12,11:51:30+00:00,https://twitter.com/superPAOer/status/1238070106116091904
no classes until March 22. in Jesus name wala na yung covid-19 dito sa ph non ,classes march jesus covid ph,2020-03-12,11:51:24+00:00,https://twitter.com/luwiggg/status/1238070081797541888
we try to be calm here even though the epicenter of Covid-19 is literally a few hours away lang from us (and with confirmed case na just an hour away from us) via land and a bay away from it. tapos kayo hahaha,try calm even though epicenter covid literally hours away us confirmed case hour away us via land bay away tapos,2020-03-12,11:50:24+00:00,https://twitter.com/bryanexels/status/1238069829732454402
sabi ko didistansya muna ko pero di ko naman sinabing kailangan ko ng tulong mo covid 19 hayp ka us2 ko pa din naman siya makita hmpk,didistansya muna sinabing tulong mo covid hayp us2 hmpk,2020-03-12,11:49:55+00:00,https://twitter.com/ChielsyO/status/1238069709708259333
Dami cancelled work dahil sa Ncov sana matapos na ,dami cancelled work ncov matapos,2020-03-12,11:49:52+00:00,https://twitter.com/DonG44153892/status/1238069697091751936
umatsing lang ako may ncov kaagad?? ,umatsing ncov kaagad,2020-03-12,11:48:44+00:00,https://twitter.com/Saludddddd/status/1238069409626775553
These zumba titas dont give a hoot sa covid. Tuloy ang zumba ,zumba titas dont give hoot covid tuloy zumba,2020-03-12,11:46:19+00:00,https://twitter.com/_apgutierrez/status/1238068800945176576
HAHAAHAHAHAHAH TAMAD NA AKO MAG ARAL DAHIL SA DEPUTANG NCOV NAYAN. WELL KAHIT NAMAN NA HINDI PA NAGKAKAROON NG NCOV EH TAMAD NA AKO.,hahaahahahahah tamad aral deputang ncov nayan well nagkakaroon ncov tamad,2020-03-12,11:40:52+00:00,https://twitter.com/airapotpotpot/status/1238067432381501440
"Feel blessed na marami pa rin nagsimba kanina sa SJ, despite of COVID-19 fear ",feel blessed rin nagsimba kanina sj despite covid fear,2020-03-12,11:39:27+00:00,https://twitter.com/KuyaBae31/status/1238067073273614336
"Imbis ba problemahin ko yung covid, tang ina dami pinapagawa ng mga tanga, ambababa naman magbigay.",imbis problemahin covid tang ina dami pinapagawa ambababa magbigay,2020-03-12,11:32:58+00:00,https://twitter.com/bejaaann/status/1238065445258907648
busy kayo lahat sa covid na yan habang ako gumagawa nanaman ng pekeng id hahahahahahahaha,busy covid yan gumagawa nanaman pekeng id,2020-03-12,11:31:27+00:00,https://twitter.com/paualberca/status/1238065059797991426
Pinag-ingat ko na yung mga taong mahahalaga sa buhay ko about possible lockdown and any COVID-19 related issues. Stay and keep safe everyone!,pinag taong mahahalaga buhay possible lockdown covid related issues stay keep safe everyone,2020-03-12,11:27:51+00:00,https://twitter.com/MNLSouthGuy/status/1238064154063196162
"Siguro kung me pera ako, nagwalwal na ako sa cheap flights kahit me covid-19 Pero since wala akong pera at mahal ko buhay ko, stay put tayo dito hehe",siguro pera nagwalwal cheap flights covid since akong pera mahal buhay stay put hehe,2020-03-12,11:24:25+00:00,https://twitter.com/angeliedesu/status/1238063292867739648
Besh pacheck na basin ncov nana,besh pacheck basin ncov nana,2020-03-12,11:23:50+00:00,https://twitter.com/ryeryekun/status/1238063145270173697
Had a smooth transaction rebooking our flight due to COVID-19. Also had the advantage to move to an earlier flight with reasonable charges. Thanks @flyPAL,smooth transaction rebooking flight due covid advantage move earlier flight reasonable charges thanks,2020-03-12,11:23:29+00:00,https://twitter.com/supernurseALX/status/1238063058280316928
Wag kayo gumala may ncov,gumala ncov,2020-03-12,11:21:09+00:00,https://twitter.com/_lenggg/status/1238062471623012353
Saan ba ko mas matatakot? Walang trabaho o sa NCOV?,matatakot trabaho ncov,2020-03-12,11:21:04+00:00,https://twitter.com/pauleleleng/status/1238062450223673344
We need comprehensive action plan from our government to prevent the continues spread of NCOV,need comprehensive action plan government prevent continues spread ncov,2020-03-12,11:18:06+00:00,https://twitter.com/leodeebee/status/1238061701150289922
LIVESTREAM: President Duterte addresses nation in light of COVID-19 threat https://youtu.be/xcZOIAP7Tcc via @YouTube,livestream president duterte addresses nation light covid threat via,2020-03-12,11:17:23+00:00,https://twitter.com/MNLSouthGuy/status/1238061521424371712
Waiting for Pres Duterte’s Address on Covid-19. Ano maglolockdown na ba ang metro manila? Huwag naman sana po,waiting pres dutertes address covid maglolockdown metro manila,2020-03-12,11:17:05+00:00,https://twitter.com/ryetalksabout/status/1238061447587835905
Mas okay pang mahawaan ako ng NCOV kesa magtiis kasama mga tao dito sa bahay!,okay mahawaan ncov kesa magtiis kasama tao bahay,2020-03-12,11:16:33+00:00,https://twitter.com/seannyeyron/status/1238061310245351424
"#DMSocial #COVID 19 PREVENTION TIPS &amp; REMINDERS Stay healthy and be safe, everyone. These are challenging times, but we’ll get through it Endlessly praying that these difficult times will end soon. ",prevention tips reminders stay healthy safe everyone challenging times well get endlessly praying difficult times soon,2020-03-12,11:16:21+00:00,https://twitter.com/DiscoverMnl/status/1238061263604736001
Too late nung binawi ang fake news na lockdown Nag panic na ang lahat It has been 4 days na ... what more kung natuloy na nga ... #ncov19 #panicbuying #panicmode #coronavirus @Las Piñas https://www.instagram.com/p/B9oa5VNlNefWte_H8260O715NUmujjQwDiTD900/?igshid=9rgpivpobi3y,late binawi fake news lockdown nag panic days natuloy nga pias,2020-03-12,11:15:59+00:00,https://twitter.com/khayepusa/status/1238061167987359744
"Kahit na mag-hoard ka ng mga alcohol na kayang punuin ang isang Olympic-size Swimming Pool, kung ’yong kapit-bahay mo naman na wala nang mabili ay nahawaan ng CoVID-19, ikaw pa rin ang talo. Kaya please, stop hoarding and panic buying. Maawa kayo sa ibang tao mga peste kayo.",hoard alcohol kayang punuin olympic size swimming pool kapit bahay mo mabili nahawaan covid rin talo please stop hoarding panic buying maawa ibang tao,2020-03-12,11:11:37+00:00,https://twitter.com/supremodale/status/1238060071638065154
Kami na lang ba ang di nagpapanic buying? Mas nagpapanic ako sa mga nagpapanic at sa preemptive posts. #COVID19 #COVID #CoronavirusPandemic,nagpapanic buying nagpapanic nagpapanic preemptive posts,2020-03-12,11:11:35+00:00,https://twitter.com/gladisigeroj/status/1238060062943219718
Sinasakop na tayo ng ncov sinasakop rin kami ng mga paminta ngayon sa laro. eme ,sinasakop ncov sinasakop rin paminta laro eme,2020-03-12,11:11:24+00:00,https://twitter.com/iMARKmytweets/status/1238060016533372930
Fear sa acco > fear sa covid Grabe,fear acco fear covid grabe,2020-03-12,11:10:29+00:00,https://twitter.com/Krllnei/status/1238059784663777280
Price freeze for essential emergency meds and supplies in the #Philippines due to COVID-19. Selling beyond price ceiling is prohibited. Inform @FDAPhilippines if you know any violator. Magtulungan tayo. We cannot get past this crisis if we hoard supplies &amp; leave others behind.,price freeze essential emergency meds supplies due covid selling beyond price ceiling prohibited inform know violator magtulungan get past crisis hoard supplies leave others behind,2020-03-12,11:09:30+00:00,https://twitter.com/joefranc/status/1238059536973361152
My God is bigger than #covid @BSA Twin Towers Hotel https://www.instagram.com/p/B9oZUXlHDjv/?igshid=1gowkg94cukf4,god bigger twin towers,2020-03-12,11:02:11+00:00,https://twitter.com/mikesd66/status/1238057697804763138
sana naman matigil na tong covid-19 ,matigil covid,2020-03-12,11:02:06+00:00,https://twitter.com/mrj_marmeto/status/1238057675138535424
Inuwi ko yung laptop ko just in case. Tho sinabihan ako ni HEA na pumasok pa rin bukas kasi marami kaming irereview na memo re: ncov &amp; internal policies kasi nga iba yung sitwasyon namin sa media sector. ,inuwi laptop case tho sinabihan hea pumasok rin bukas kasi kaming irereview memo ncov internal policies kasi nga sitwasyon media sector,2020-03-12,11:00:16+00:00,https://twitter.com/BenignAngel/status/1238057212754329600
"Patuloy ang ating pagsubaybay sa nagbabagong situwasyon ukol sa COVID-19, at patuloy ang ating mga rekomendasyon at panawagan -VP Leni",patuloy pagsubaybay nagbabagong situwasyon ukol covid patuloy rekomendasyon panawagan vp leni,2020-03-12,10:59:45+00:00,https://twitter.com/kim_badbadon/status/1238057085905989633
wag naman sana mag ka ncov ayokong mamatay na virgin ,ncov ayokong mamatay virgin,2020-03-12,10:59:42+00:00,https://twitter.com/wtflizz__/status/1238057071729192961
"Robredo on placing Metro Manila under lockdown due to COVID-19: Naniniwala tayo magiging mabisa lamang ang anumang lockdown kung mayroong sapat na probisyon sa mga komunidad, lalo na para sa mga mahihirap",robredo placing metro manila lockdown due covid naniniwala magiging mabisa lockdown mayroong sapat probisyon komunidad lalo mahihirap,2020-03-12,10:57:17+00:00,https://twitter.com/kim_badbadon/status/1238056465232842753
hahahahaha para safe po sa covid-19 ,safe covid,2020-03-12,10:55:58+00:00,https://twitter.com/papiyannie/status/1238056133253726209
VP Leni Robredo addresses the public on the COVID-19 response,vp leni robredo addresses public covid response,2020-03-12,10:55:34+00:00,https://twitter.com/kim_badbadon/status/1238056031499911168
lahat tayo ay mamatay din pero wag sana sa ncov,mamatay ncov,2020-03-12,10:53:59+00:00,https://twitter.com/andreeperezz_30/status/1238055634198654976
"Last year, I planned my first half of 2020 but I did not see the first quarter to turn out this way. I know everyone is affected by COVID-19, let’s just cooperate and be part of the solution.",last year planned first half see first quarter turn way know everyone affected covid lets cooperate part solution,2020-03-12,10:52:31+00:00,https://twitter.com/francisbattung/status/1238055261702479872
"napaka laking perwisyo yun covid-19 na yan, lahat apektado.",laking perwisyo covid yan apektado,2020-03-12,10:50:13+00:00,https://twitter.com/russweszt/status/1238054686290149376
Kapulong ng Pangulo ang Inter-Agency Task Force for the management of Emerging Infectious Diseases kaugnay sa mga gagawing hakbang laban sa Covid-19 | SBG @gmanews,kapulong pangulo inter agency task force management emerging infectious diseases kaugnay gagawing hakbang covid sbg,2020-03-12,10:48:48+00:00,https://twitter.com/_iancruz/status/1238054327937204226
"A Quirky, Cute, and Quietly Subversive queer Rom-Com we needed! Kakilig. Iwas stress sa covid-19 pandemic! ",quirky cute quietly subversive queer rom needed kakilig iwas stress covid pandemic,2020-03-12,10:43:02+00:00,https://twitter.com/Jdc1985plhiv/status/1238052878331179014
imagine if the coronavirus is a type of virus that could turn us into real life zombies. hahaha just a random thought. pero what if dba.,imagine coronavirus type virus could turn us real life zombies random thought dba,2020-03-12,10:42:55+00:00,https://twitter.com/herveyyyyy/status/1238052847746297857
Hindi ka naman basta magkakaroon ng COVID-19 kasi magaling kang maghugas kamay.,basta magkakaroon covid kasi magaling kang maghugas kamay,2020-03-12,10:42:50+00:00,https://twitter.com/mariagratia_/status/1238052828674805760
COVID-19&gt; dry season ,covid gt dry season,2020-03-12,10:41:41+00:00,https://twitter.com/prinzmagtulis/status/1238052538928123904
Suicidal-kuno pero naka-face mask and takot madapuan ng NcoV. How nice,suicidal kuno naka mask takot madapuan ncov nice,2020-03-12,10:41:22+00:00,https://twitter.com/EdginAngeles/status/1238052458082873345
Idk it it’s timely pero Netflix is marketing it’s P149 mobile plan in a time wherein people will stay mostly at home due to COVID-19 noh,idk timely netflix marketing p149 mobile plan time wherein people stay mostly home due covid noh,2020-03-12,10:40:09+00:00,https://twitter.com/CIANide_/status/1238052149914820608
pag walang ncov siguru nakarami nakong rampa mabwisitak man,ncov siguru nakarami nakong rampa mabwisitak,2020-03-12,10:39:30+00:00,https://twitter.com/RynBryllyyyyyy/status/1238051988031418371
Potaena mo covid-19 halos pinagkait mo na ang lahat samin.,potaena mo covid halos pinagkait mo,2020-03-12,10:38:48+00:00,https://twitter.com/SieyCuervo/status/1238051811832946689
Bigla naman ako kinabahan sa Covid-19 na yan :(,bigla kinabahan covid yan,2020-03-12,10:37:38+00:00,https://twitter.com/HeyCathyyyy_/status/1238051520295235584
March-April licensure exams ang postponed as of writing. Sana mawala na yang covid na yan ,march april licensure exams postponed writing mawala yang covid yan,2020-03-12,10:36:52+00:00,https://twitter.com/rick__06/status/1238051324773593089
pati wedding ni sam cancelled but its okayyy it’s for everyone’s sake nman pro p*cha covid epal ka tlga!!!,pati wedding sam cancelled okayyy everyones sake nman pro cha covid epal tlga,2020-03-12,10:35:05+00:00,https://twitter.com/MsMaViAltavano/status/1238050877144891393
Ayoko mag positive sa covid-19. Sila na lang!,ayoko positive covid,2020-03-12,10:34:41+00:00,https://twitter.com/angeliedesu/status/1238050773948194816
Nakakatakot na ang COVID-19 ,nakakatakot covid,2020-03-12,10:33:58+00:00,https://twitter.com/OclimaChristian/status/1238050596642369537
To avoid NCOV please iwasan po natin ang physical contact lalo na kung wala naman label.,avoid ncov please iwasan natin physical contact lalo label,2020-03-12,10:32:13+00:00,https://twitter.com/yeryckendee/status/1238050154973782022
"Fake news, online resellers of alcohol and facemasks, exaggerated posts, people who poke fun re COVID-19 and others cause panic thru their FB Post. To stop all of these, lockdown Facebook for a month in the entire Philippines to shut them up and let’s all watch news instead. ",fake news online resellers alcohol facemasks exaggerated posts people poke fun covid others cause panic thru fb post stop lockdown facebook month entire philippines shut lets watch news instead,2020-03-12,10:29:02+00:00,https://twitter.com/xiletabonita/status/1238049355161985024
Pahayag ni Vice President @lenirobredo sa nagbabagong sitwasyon ukol sa COVID-19. https://www.facebook.com/VPLeniRobredoPH/videos/1081706888860851/ @News5AKSYON,pahayag vice president nagbabagong sitwasyon ukol covid,2020-03-12,10:28:22+00:00,https://twitter.com/ryanangnews5/status/1238049185800183808
Bakit kase may COVID-19 eh? ,kase covid,2020-03-12,10:25:31+00:00,https://twitter.com/ancelmae02/status/1238048468947439616
"Due to precautions being taken against COVID-19 and for the safety of all, our INDUSTRY LEADERS event on March 31 2020 is postponed until further notice.",due precautions taken covid safety industry leaders event march postponed notice,2020-03-12,10:24:02+00:00,https://twitter.com/DiwataResrcDevt/status/1238048094303825920
