tweet,date,time,link
both of them are nearing their 70s. sad to say they are the most at risk to this covid shit. stay safe and keep away from the people you love if you can at least while this whole thing is developing. painful really when all u want is to be with people you love.,2020-03-13,03:59:17+00:00,https://twitter.com/deejfabian/status/1238313657039237120
Ncov hanuna maghapon akong sa labas bat di mo ko dapuan ,2020-03-13,03:53:06+00:00,https://twitter.com/darwincrg/status/1238312102760075265
Pagtapos ng friday the 13th mawawala na ang covid 19 in the powerful name of Jesus we pray AMEN.,2020-03-13,03:49:45+00:00,https://twitter.com/MiguelDiony/status/1238311259264577538
May COVID-19 pala ang president ng Brazil. Sana **** din.,2020-03-13,03:46:51+00:00,https://twitter.com/kuya_daddy/status/1238310529212407808
"While the AFP and police guard our territories, it is the public health workers who are the frontliners in this war against the COVID-19. Time for us to shine and get our acts together!",2020-03-13,03:46:02+00:00,https://twitter.com/janxolea/status/1238310325453115395
Fuck COVID-19 for ruining once in a lifetime events.,2020-03-13,03:44:57+00:00,https://twitter.com/hiezleE/status/1238310052915601410
"Yung nag kakalat na may POSITIVE COVID SA BRGY KO, BWISIT KA. HINDI TOTOO NA MERON.",2020-03-13,03:44:26+00:00,https://twitter.com/clepong13/status/1238309922783125504
Super frustrating na walang malinaw na protocol ang government and hospitals regarding people with recent travel history na walang signs of COVID-19. ,2020-03-13,03:42:16+00:00,https://twitter.com/michnotbitch/status/1238309375296430081
#Covid_19 #StopTheSpread,2020-03-13,03:41:55+00:00,https://twitter.com/reginealdaba/status/1238309288054947842
Sorry not sorry. Triggered lang kasi ako sa mga taong ang daming say sa COVID 19 pero tanungin mo anu ibig sabihin ng COVID hindi alam. My god Cassie!,2020-03-13,03:40:29+00:00,https://twitter.com/jeff1102134201/status/1238308928905072640
Especially sa mga taong “concern” kuno na masabing updated sila e may makita lang silang messages about COVID 19 share sila ng share w/o analyzing kung tama ba mga shineshare nila.,2020-03-13,03:40:25+00:00,https://twitter.com/jeff1102134201/status/1238308911293202433
"Covid 19 is curable (correct me if im wrong ), pero walang lunas sa pagiging mangmang.",2020-03-13,03:40:25+00:00,https://twitter.com/jeff1102134201/status/1238308908277497856
kahit walang covid di ko mahagilap jowa ko ,2020-03-13,03:39:31+00:00,https://twitter.com/GERARDHUMPBREY/status/1238308682225422336
Hays ang laki ng epekto mo COVID-19 ,2020-03-13,03:32:10+00:00,https://twitter.com/OclimaChristian/status/1238306833640468480
Lets claim that COVID 19 will end ASAP. Amen ,2020-03-13,03:31:00+00:00,https://twitter.com/jeff1102134201/status/1238306539070357505
"Isang Paalala: To avoid covid 19, iwasan po muna natin ang physical contact lalo na kung wala naman kayong LABEL! ",2020-03-13,03:30:37+00:00,https://twitter.com/nomemory_gapz/status/1238306443977060352
"Aside from our fellow medical staffs that are our frontliners in this situation. I also want to recognized these people: cashiers, crews frm fastfood chains, kundoktor, guards, etc. They are also socializing w/people the whole day but didn’t leave their work. Salute. #Covid_19",2020-03-13,03:29:08+00:00,https://twitter.com/oohlalalaRM/status/1238306069727678466
Dinaig pa ng ncov 19 si Dora sa pagiging lakwatsera ,2020-03-13,03:28:35+00:00,https://twitter.com/kaijota/status/1238305930220986368
ok bitches it’s sad that our prom was canceled bcoz of covid-19 :(( sucks bcoz my crush is my partner and i wanna confess on prommm But i guess on last,2020-03-13,03:25:52+00:00,https://twitter.com/renisamv/status/1238305249925849089
This is the part that all those post-apocalyptic video games don’t show us. #Covid_19,2020-03-13,03:22:06+00:00,https://twitter.com/paolo_ferrer/status/1238304301052620801
this ncov stops me from seeing my baby and it fvckin’ sucks ,2020-03-13,03:21:38+00:00,https://twitter.com/JACEGeron/status/1238304182177648640
See? The panic? The potential carriers na magttravel sa ibang province na walang case pa ng covid-19 ,2020-03-13,03:21:16+00:00,https://twitter.com/LianSomerhalder/status/1238304090615996417
#community #Quarantine #lockdown #Covid_19 #manila #ManilaLockdown,2020-03-13,03:19:24+00:00,https://twitter.com/mjfabular/status/1238303621214646272
did duterte forget to thank our up researchers for developing the testing kits for ncov? #COVID2019,2020-03-13,03:16:52+00:00,https://twitter.com/pevillaruel/status/1238302981864357890
Yung bibili lang dapat ako ng asin at tinapay pero ang haba ng kailangan kong pilahan? #Covid_19 #panicbuying,2020-03-13,03:12:24+00:00,https://twitter.com/jaznazar/status/1238301858134781952
Aw sayang yun atty. bawi nalang next year. Pag wala na yung covid ,2020-03-13,03:11:00+00:00,https://twitter.com/4ZinGODx/status/1238301505490259968
pag ala na ncov kita tayo hehehe ,2020-03-13,03:08:35+00:00,https://twitter.com/gracealcncs/status/1238300898498998272
Yung may COVID-19 pero gala is life. #QuiapoChurchDay @168 Residences Tower https://www.instagram.com/p/B9qHmOLBfub/?igshid=1d120n9zzaxsz,2020-03-13,03:05:50+00:00,https://twitter.com/katweetanko/status/1238300206074134530
Lower House employee tests positive for COVID-19,2020-03-13,03:04:26+00:00,https://twitter.com/kim_badbadon/status/1238299853186203648
House of Representatives employee tests positive for COVID 19. Secretary General Jose Luis Montales orders co-employees of the patient to undergo 14-day self-quarantine.,2020-03-13,03:04:06+00:00,https://twitter.com/kim_badbadon/status/1238299769501413379
friday 13 + covid-19 = ????,2020-03-13,03:03:16+00:00,https://twitter.com/gdnghrly/status/1238299562122424320
"Sen. Grace Poe calls on gov’t to issue ""clear-cut"" guidelines on the implementation of the community quarantine to address the local transmission of COVID-19",2020-03-13,03:01:45+00:00,https://twitter.com/kim_badbadon/status/1238299177299271680
Senate labor committee chair Sen. Joel Villanueva appeals to executive department to pay its contractual workers during the one-month work suspension planned in the government branch amid the COVID-19 scare,2020-03-13,03:00:59+00:00,https://twitter.com/kim_badbadon/status/1238298987217600512
"Mas manipis ka din mi, miss u gala soon pag wala na covid hahaha",2020-03-13,03:00:26+00:00,https://twitter.com/Jeymiieee/status/1238298846993645568
ncov ka lang watch mo mag angas ang mami mamaya sa bulacan hahaha,2020-03-13,02:59:14+00:00,https://twitter.com/EarVllln/status/1238298547092467712
"Ang tahimik ng mga street, walang mga sasakyan na napaka iingay. Covid-19 lang pala katapat ng mga tao. May takot pa din pala tayo!!",2020-03-13,02:58:36+00:00,https://twitter.com/Porshiagozon/status/1238298387557974016
pede basta deins positive ng ncov HAHAHHAAHHAHAHA,2020-03-13,02:51:32+00:00,https://twitter.com/iamdanicabrlgdn/status/1238296606471942144
fuck u covid-19 ,2020-03-13,02:51:13+00:00,https://twitter.com/hjlelis_/status/1238296527572881410
hanubayan kase e ampanget ng ending ng school year see u soon goys pag alaws na ncov gala na us mga sismars,2020-03-13,02:49:33+00:00,https://twitter.com/iamdanicabrlgdn/status/1238296109027438592
"Parang ogagss. Ano? Pag libo na ung may COVID 19, tska pa lang iqquarantine ung Manila? ",2020-03-13,02:47:55+00:00,https://twitter.com/janellenavalta/status/1238295699998928896
From DOH COVID-19 group: Hello po! Please disseminate this link po to all your networks. We’re crowdsourcing questions related to the communiy quarantine to inform those who will be working on the detailed guidelines po. Thank you! ,2020-03-13,02:47:14+00:00,https://twitter.com/eybarnei/status/1238295525549469696
Puro Covid-19 nakikita ko sa Fb hahahaha,2020-03-13,02:46:20+00:00,https://twitter.com/RobCal19/status/1238295299719712768
Mga tao: *Panic Buying* Supermarkets: *daming tao* COVID-19:... ,2020-03-13,02:43:32+00:00,https://twitter.com/injustonewehk/status/1238294593503784960
Kaumay magbasa ng Covid-19 na news,2020-03-13,02:40:12+00:00,https://twitter.com/Cynofuente/status/1238293754370392065
isang buwan halos walang pasok dahil sa ncov bawal din gumala shems wala pang kitaaa :((( wala talagang pera hays.,2020-03-13,02:38:24+00:00,https://twitter.com/KenzelKyle/status/1238293302568337408
To all my mutuals im okay dont worry it might be a rumore about the employee in the congress is positive of covid or negative. :(,2020-03-13,02:37:44+00:00,https://twitter.com/iCHULJIYONG/status/1238293134213132288
May sentomas kadin ba ng covid,2020-03-13,02:36:43+00:00,https://twitter.com/Itssjaredd/status/1238292877668536320
"To avoid COVID-19, please avoid physical contact. Lalo na kung wala kayong LABEL.",2020-03-13,02:36:39+00:00,https://twitter.com/jessyvendiola/status/1238292861856051200
i feel sad for you guys taena covid,2020-03-13,02:36:30+00:00,https://twitter.com/aureasabina_/status/1238292824715485186
"Canadian Prime Minister Justin Trudeau “will be in isolation for a planned period of 14 days” and “will not be tested at this stage since he has no symptoms."" His wife, Sophie Gregoire, has tested positive for COVID-19. ",2020-03-13,02:35:57+00:00,https://twitter.com/lalarimando/status/1238292685858930688
Mag JAKOL para makaiwas sa COVID 19 J- Just stay at home A- Always sanitize your hands K- Keep your hands clean O- On time maligo L- Lumayo sa matataong lugar Ligtas ang laging nag ja-JAKOL,2020-03-13,02:30:23+00:00,https://twitter.com/_andreejabal/status/1238291286982942720
Take care always. Wag muna tayo maggagagala. #Covid_19,2020-03-13,02:30:11+00:00,https://twitter.com/jimsonpineda/status/1238291237251084289
Happy Birthday ate @_quesadaaaaa!! stay mabait and maganda stay safe sa ncov and bond and see u soon!! ,2020-03-13,02:29:49+00:00,https://twitter.com/iamdanicabrlgdn/status/1238291144812843008
Nananakit ulo ko sa mga tao na daming rants sa twitter about COVID-19.,2020-03-13,02:29:34+00:00,https://twitter.com/AlexiiisAngeeel/status/1238291080480583681
"Naalala ko nung time na uso pa yung movie na ""The flu"" Umiyak pa ko kasi sobrang hirap ng sitwasyon na halos magpatayan sila para makasalba lang sa sitwasyon. Please COVID lumayas kana..",2020-03-13,02:29:32+00:00,https://twitter.com/HelloItsMeYude/status/1238291073551589377
"HAPPENING NOW Covid-19 panic sinks the Philippine Stock Exchange index back to 5100, index trips circuit breaker again. As Asian stocks extend their rout following Wall Street’s record drop… https://www.instagram.com/p/B9qDbXfHSfB/?igshid=1lyqo2pse6gb4",2020-03-13,02:29:24+00:00,https://twitter.com/Cathy__Yang/status/1238291036176293890
"Iwas covid na din, hihi. ",2020-03-13,02:27:55+00:00,https://twitter.com/MarcManosa17/status/1238290666620203008
"We need to be assured and our right to demand transparency and accountability is part of our democracy. We pay our taxes and we have a right to be critical of our government. Sa mga defensive dyan or balat sibuyas, karapatan natin magdemand ng maayos na aksyon laban sa covid-19.",2020-03-13,02:22:58+00:00,https://twitter.com/kramolop/status/1238289420400259073
Maya’t maya pagdidisinfect nila dito samin. Ewan ko nalang talaga kung ’di pa mahiya ’tong nCov.,2020-03-13,02:21:54+00:00,https://twitter.com/jessyvendiola/status/1238289152648462336
NAULI RAJUD SA WALA ANG PLANO. YAWA NA NCOV NIMAN,2020-03-13,02:21:46+00:00,https://twitter.com/norsheyba/status/1238289117730861057
This is the best time to quit smoking. Actually... Any other time is the best time to quit smoking. With or without covid-19.,2020-03-13,02:21:26+00:00,https://twitter.com/alenorairam/status/1238289032053813248
CoVid Landing on You 2.0 ,2020-03-13,02:19:22+00:00,https://twitter.com/mrcrshane/status/1238288514799661056
"Dominguez says PH ""successfully negotiated"" for ADB to give a $3 million grant to DOH for COVID-19 control @manilabulletin",2020-03-13,02:17:37+00:00,https://twitter.com/MBChinoLeyco/status/1238288071549837312
So yung mommy ko di ako pinapayagan lumabas due to a fucking ncov so i lie today,2020-03-13,02:11:51+00:00,https://twitter.com/imradenskii/status/1238286621386002432
"tila ba ibinilanggo sa mga bisig ang ating mundo ng COVID-19, kaylan ba tayo makakawala ? kaylan ba manunumbalik sa dati ?",2020-03-13,02:08:29+00:00,https://twitter.com/iamdyenny/status/1238285775944335360
"to refrain the spread of CoVid 19, iwasan natin ang Physical Contact lalo pa’t wala namang kayo.",2020-03-13,02:02:16+00:00,https://twitter.com/daeeebuu/status/1238284211468918784
Panalangin kontra #Covid_19 #COVID19 Courtesy of: @gmanews,2020-03-13,01:57:03+00:00,https://twitter.com/thequeerofsoul/status/1238282896084885504
Hindi na biro yang covid na yan. Lord please iiwas nyo na po lahat onwag na po sna kumalat pa. ,2020-03-13,01:54:27+00:00,https://twitter.com/jackannGILL/status/1238282244646526976
Covid 19 ruining my birthday plans focc stay safe everyone.,2020-03-13,01:54:17+00:00,https://twitter.com/DgreatBeebo/status/1238282202145644544
Bigla sana mawala ung COVID-19 para ung mga bumili ng maraming alcohol mabaliw kakaisip kung pano uubusin.,2020-03-13,01:52:38+00:00,https://twitter.com/harmirics21/status/1238281784992739328
"kastress magbasa dito sa twitter.. mga tao walang ibang ginawa kundi magreklamo as if may magagawa ung pagrereklamo nila para magamot ang covid 19, pwede ba magkaisa nalang muna tau at makipagcooperate haaays lahat nalang!!! :/",2020-03-13,01:52:06+00:00,https://twitter.com/mengblkpink/status/1238281651269976065
Ang tanong ko lang naman mula pa kagabi: Bakit mas inuna ni Dutz ang deployment ng mga militar at pulis kesa sa mga healthcare professionals? Siya na mismong nagsabi na siya pati ang AFP at PNP ay walang alam sa COVID-19? So bakit dali-dali?,2020-03-13,01:51:41+00:00,https://twitter.com/vivahotdeybs/status/1238281545019875328
Magmask ka paks... Dami nakaconfine dun na may NCOV,2020-03-13,01:51:16+00:00,https://twitter.com/PozHero_/status/1238281442188079104
"Fvck ngayon ko lang naisip, Birthday nga pala ng mom ko this march 30. Di ako makakauwi!!!!!! Bwisit ng ncov talaga yan.",2020-03-13,01:50:35+00:00,https://twitter.com/jaybernardreal/status/1238281268531355648
News and health experts: Smokers are immuno compromised and may be more susceptible to contracting Covid-19 Me: ....well that stresses me out. I need a cigarette.,2020-03-13,01:47:26+00:00,https://twitter.com/bluetoasterart/status/1238280477212962816
Landi>Covid,2020-03-13,01:39:48+00:00,https://twitter.com/MckMoiMoi/status/1238278556897050624
My company just announced they will cover the hospitalisation against COVID 19 for all employees ,2020-03-13,01:36:22+00:00,https://twitter.com/macky_HY/status/1238277690894905344
"pano mo iaasa ang buong bansa sa isang presidente kung ang nasasakupan nito ay di kayang rumespeto manlang? tapos gagalet kayo pag may sumagot sa mga rants nyo, buti sana kung yan ang sagot sa pagkawala ng COVID-19 diba? ",2020-03-13,01:32:12+00:00,https://twitter.com/ItsMeKyutie/status/1238276643673665537
"ang daming plano ang di natutuloy dahil sa covid-19, tama na please ",2020-03-13,01:30:30+00:00,https://twitter.com/fishmilletyy/status/1238276215544274944
"Dear COVID-19, PLEASE STOP. ",2020-03-13,01:26:33+00:00,https://twitter.com/mrj_marmeto/status/1238275223079673857
Matira matibay! Stay healthy everyone! #Covid_19,2020-03-13,01:25:15+00:00,https://twitter.com/barbieboy13/status/1238274893592039431
Stay Safe. #Covid_19,2020-03-13,01:23:51+00:00,https://twitter.com/RojSososco01/status/1238274543908724738
awit di rin kami pede umuwi sa batangas? tangina naman talaaga pakyu ka covid mamatay kana gago,2020-03-13,01:21:14+00:00,https://twitter.com/H0ELYPJM/status/1238273882769035264
"DOLE/InterAgency says - to prevent spread of COVId-19, social distancing, skeletal work force must be enforced. Boss: saka na paglockdown na word na ang ginamit! Me: #COVID19",2020-03-13,01:20:31+00:00,https://twitter.com/mcpid67/status/1238273704464797701
NCOV KA LANG. PINOY KAMI! ,2020-03-13,01:17:44+00:00,https://twitter.com/zeavgo/status/1238273001205858306
"baka mauna pako magexpire sa covid ah, fuck.",2020-03-13,01:11:52+00:00,https://twitter.com/stupidiouslious/status/1238271526572421120
"In response to PDDR press conference last night (March 12, 2020) on COVID-19 announcing Community Quarantine for NCR, @LoveYourselfPh will implement guidelines in addition to the usual standard, droplet, and airborne precautions.",2020-03-13,01:09:51+00:00,https://twitter.com/russlclntfrancs/status/1238271020185686016
lockdown daw ang metro manila pero yung mga taga south and north basta may id makakapasok ano ndi kme tatamaan ng ncov-19 north and south matira matibay hahahahaha #MetroManilaLockdown,2020-03-13,01:09:35+00:00,https://twitter.com/menard_legaspi/status/1238270953613750272
Can you please tell Covid-19 that they’re being so rude rn? ,2020-03-13,01:09:04+00:00,https://twitter.com/bluetoasterart/status/1238270822835347456
"In University of the Philippines, our scientists developed a COVID 19 testing kit that gives results in 2 HOURS for less than $30 ",2020-03-13,01:08:30+00:00,https://twitter.com/FrancisDacoco/status/1238270679234961408
Maka gubag plano ning ncov!!putar!,2020-03-13,01:05:44+00:00,https://twitter.com/EmiaLloyd/status/1238269982338764801
Halos lahat nagpapanic na sa ncov at lockdown ng metro manila pero kami chill lang nagiinom pa HAHAHAHAHA ,2020-03-13,01:04:08+00:00,https://twitter.com/NajieCy/status/1238269580188901376
Welcome to another episode of gustong gumala pero may COVID,2020-03-13,01:02:19+00:00,https://twitter.com/piyaaaatos/status/1238269122284265472
jusko may ncov na yung mga kapitbahay namin chismosa pa din,2020-03-13,00:59:42+00:00,https://twitter.com/meibernardo_/status/1238268464311062528
Ncov na yan ser HAHAHA,2020-03-13,00:56:09+00:00,https://twitter.com/srbn24/status/1238267572195168257
"Business as usual, while covid is spreading. #bpo",2020-03-13,00:54:40+00:00,https://twitter.com/daneyellkeyt/status/1238267196297465861
"Presidential. Always will be a blueprint. At the end of the day, regardless of political lines, colour, ethnicity, religion, social class and whatever we divide ourselves into—covid is a threat to humanity. Strong people lift each other up. Yes we can. ",2020-03-13,00:50:49+00:00,https://twitter.com/james_roman/status/1238266230470918149
So pinapalakad na pala na isuspende mga graduation shits. Sana wala ma talaga graduarion. Mas gugustuhin kong walang graduation kesa magka ncov sa dami ng galang bccian e,2020-03-13,00:49:28+00:00,https://twitter.com/zheridan123/status/1238265890199625728
Di naman ni binuang ning ncov baii!!,2020-03-13,00:46:29+00:00,https://twitter.com/EmiaLloyd/status/1238265138320257024
"Okay, so di muna makakauwi jowa ko at syempre no more vacation muna sa Zambales. Love in the Time of Covid-19 by Gariel Garcia Marquez ba ang peg?",2020-03-13,00:44:26+00:00,https://twitter.com/reesecaro/status/1238264622072791042
"DLSU School of Economics Associate Prof. Krista Yu and ChE Full Prof. Kathleen Aviso offer new insights in their peer-reviewed research work on the COVID-19 pandemic, one of the country’s first COVID-related studies. ",2020-03-13,00:42:27+00:00,https://twitter.com/JustinKiness/status/1238264122472529920
"Yup, d rin sya exempted magkaron ng Covid...at kaya pala skeletal force lang din ngayon ang Executive branch ng govt...",2020-03-13,00:41:18+00:00,https://twitter.com/coconut_block/status/1238263834592280576
Wag muna may covid eh dalawa kami mamamatay ,2020-03-13,00:39:00+00:00,https://twitter.com/Mimimichii/status/1238263254394245120
Community Quarantine and travel restrictions in Metro Manila to be implemented due to COVID-19 https://www.momonlinemag.info/key-points-of-president-dutertes-decision-to-curb-covid-19/,2020-03-13,00:28:46+00:00,https://twitter.com/carpemalaya/status/1238260679179669512
Lets go home muna sa Pangasinan my familia puuuhlease! #Quarantine #Covid_19 #MetroManilaQuarantine ,2020-03-13,00:27:15+00:00,https://twitter.com/emembarca/status/1238260296604680198
Naglockdown. Obey the military.bakit sila ba ang may dalang lunas sa #Covid_19? Taena natulog at nagising sa hiwaga na to. Pasensya na di ko matiis magmura sa kahiwagaan ng gobyerno na to,2020-03-13,00:25:49+00:00,https://twitter.com/MareBing/status/1238259937383534593
Dapat daw may atleast dalawa na mag NCov sa building namin para mag work from home? SO??? Kailangan ko ipagdasal na sana meron bago kayo umaksyon? Tf ,2020-03-13,00:24:39+00:00,https://twitter.com/charizzuh/status/1238259642624507904
Luhhhh bawal mamatay muna #Covid_19,2020-03-13,00:22:51+00:00,https://twitter.com/cas116/status/1238259190143074305
Anong covid-19. Empleyado ako pasok !!,2020-03-13,00:22:22+00:00,https://twitter.com/DJ_XXVIII/status/1238259069636481024
Actually Hindi ako natatakot Sa covid 19. Takot akong magutom if matutuloy ang lockdown.,2020-03-13,00:19:55+00:00,https://twitter.com/markmasalunga/status/1238258454487277569
Pati si Donovan Mitchell ncov possitive ,2020-03-13,00:19:30+00:00,https://twitter.com/alob_ivan/status/1238258347343740935
Naglockdown. Obey the military.bakit sila ba ang may dalang lunas sa #Covid_19? Taena natulog at nagising sa hiwaga na to,2020-03-13,00:19:15+00:00,https://twitter.com/MareBing/status/1238258284806787072
"• There are people dying, If we care enough for the living, make a better place for you and for me & the entire human race • pray for #Covid_19 * photo not mine, ctto. – at The Redwoods",2020-03-13,00:12:07+00:00,https://twitter.com/alitheasg/status/1238256490869383168
Ahhh concert for the year nanaman for meee sana wala ng COVID!!! ,2020-03-13,00:09:27+00:00,https://twitter.com/danigagelonia/status/1238255818719494146
Tani magka covid mga tga BIR,2020-03-13,00:08:28+00:00,https://twitter.com/lottymanaloty/status/1238255569250770946
Sa oras ng Crisis nanjan ang mga putang inang mapagsamantala sa lipunan.... #Covid_19,2020-03-12,23:59:06+00:00,https://twitter.com/zinures_asan/status/1238253213314355200
Sana all lockdown? Lol. Gusto mo covid?,2020-03-12,23:51:24+00:00,https://twitter.com/wettywazon/status/1238251275122335749
"Sarap bumiyahe papasok, sana lagi ganto kaluwag ang kalsada pero walang covid-19. Takbong 140kph sa NLEX ",2020-03-12,23:51:16+00:00,https://twitter.com/__Onins__/status/1238251244571054080
"Nurturing yourself isn’t being selfish—it’s essential to your survival and your well-being. During times like these, when the whole world seems to watch over the #covid_19 outbreak which has infected thousands of… https://www.instagram.com/p/B9pxQj6HPdE/?igshid=1d8qbl559qb0w",2020-03-12,23:50:39+00:00,https://twitter.com/purpleplumfairy/status/1238251086110240768
May immunity raw kasi sila sa COVID enebr ,2020-03-12,23:45:40+00:00,https://twitter.com/rickrollvicvb/status/1238249835083563017
Not for now. Hugas Kamay muna. #Covid_19 ,2020-03-12,23:45:12+00:00,https://twitter.com/mediddyDJ/status/1238249715009011712
anong connect ng martial law sa covid-19? wtf?? ,2020-03-12,23:43:23+00:00,https://twitter.com/saintalleje/status/1238249257683095554
kinakabahan talaga ako sa covid sira immune system ko yoko mamatay ,2020-03-12,23:39:38+00:00,https://twitter.com/darkudoraemon/status/1238248315784957952
@DOHgovph help pls... what hospitals are covid ready?,2020-03-12,23:36:43+00:00,https://twitter.com/lipstek/status/1238247581442064386
Hindi tuloy kami natuloy sa bataan dahil sa lintik na NCOV nayan,2020-03-12,23:32:08+00:00,https://twitter.com/andreifillon_18/status/1238246429027708928
"Introverts can handle Covid-19 fairly well. Afterall, they’re experts at social distancing. Just lightening up a little bit. Be safe and wash your hands. ",2020-03-12,23:31:01+00:00,https://twitter.com/akosij0nes/status/1238246145434017792
"Panira talaga yang Covid-19 na yan, canceled na din pati March Madness. ",2020-03-12,23:29:54+00:00,https://twitter.com/MarcManosa17/status/1238245867540353025
Why are we not surprised #USA #confused #communications #Covid_19,2020-03-12,23:24:53+00:00,https://twitter.com/dessertkid/status/1238244602064318465
May announcement ba MRT na kaunti lang pasasakayin nila per train?? Kasi myghaaaad! Late na kami jusko! #Covid_19 – at MRT3 - North Avenue Station,2020-03-12,23:23:48+00:00,https://twitter.com/yowitsmerenee/status/1238244329971494913
"So, yung proof of employment ba makakatulong in confirming if the bearer is infected by COVID or not? Di ko gets pa rin. Hahahaha ",2020-03-12,23:23:29+00:00,https://twitter.com/chiiinnamonroll/status/1238244249830858754
"Let’s pray na sana maging ok na lahat, and di na sana tumaas ang kaso ng COVID 19 ",2020-03-12,23:17:37+00:00,https://twitter.com/sawakaze02/status/1238242775344107520
Friday the 13th amidst COVID-19. Coincidence?? ,2020-03-12,23:16:25+00:00,https://twitter.com/CedNvl/status/1238242470594371586
Covid-19 stress ang bigay mo saken,2020-03-12,23:14:30+00:00,https://twitter.com/happieeey/status/1238241990447214593
Hindi na covid ang issue. Yung behavior na towards the situation. Kingina... ,2020-03-12,23:13:38+00:00,https://twitter.com/Azel_Alejan/status/1238241772561555456
Social Distancing now enforced over MRT.... #Covid_19 #SocialDistancing,2020-03-12,23:13:20+00:00,https://twitter.com/AJFrancisco13/status/1238241697621872641
I’m sure the local government of QC is doing something to contain covid-19. Hopefully. Though I must admit that posing playfully like this in times of severe crises leaves a bad taste in the mouth.,2020-03-12,23:12:34+00:00,https://twitter.com/PINOYthruNthru/status/1238241504436469760
Tuloy ang laban guys ha stay healthy and practice social distancing #Covid_19,2020-03-12,23:10:13+00:00,https://twitter.com/whosdissss/status/1238240911730937856
Para saan pat suicidal ako kung matatakor ako sa COVID chour,2020-03-12,23:07:37+00:00,https://twitter.com/thekingliamn/status/1238240256253517824
To avoid NCOV please iwasan natin ang physical contact lalo na kung walang label. ,2020-03-12,23:04:44+00:00,https://twitter.com/Jeksylicious/status/1238239532358569985
It’s a worldwide thing. Fuck covid 19 ,2020-03-12,22:59:25+00:00,https://twitter.com/clifftan_/status/1238238192320434176
Anong gagawin ng militar sa ncov? mababaril ba nila yun?,2020-03-12,22:57:12+00:00,https://twitter.com/stupidiouslious/status/1238237635652407296
Protest protest protest! And if they contact the disease? #Covid_19 #MetroManila,2020-03-12,22:51:24+00:00,https://twitter.com/Mike_Fozzz/status/1238236175984287744
"Covid-19 lang yan, empleyado kami tara pasok ",2020-03-12,22:48:45+00:00,https://twitter.com/rosellecosme27/status/1238235507865186304
Tuloy ang paglilingkod ni Maxicare! #Covid_19 #CoViD19PH,2020-03-12,22:40:24+00:00,https://twitter.com/GraceCiel3/status/1238233408523759617
"Mahal ko kayo guys, kapag nag ka ncov ako sunugin nyo ang optum, sci hub tower 1 and 3, sa likod lang yann ng venice grand canal mall.",2020-03-12,22:36:44+00:00,https://twitter.com/Dwanderess/status/1238232484271099904
"Grab driver: Masyado nilang pinalaki ung NCOV na yan, sir. Parang simpleng trangkaso lang yan e. Immune na mga pinoy dyan e. Me: (Uy! Pwedeng maging entry sa Darwin awards si sir)",2020-03-12,22:28:52+00:00,https://twitter.com/knzmcp/status/1238230504106635264
That feeling na parang magkaka sakit ka sa stress and anxiety hndi dahil sa covid. ,2020-03-12,22:15:09+00:00,https://twitter.com/Ta3hyungsNoona/status/1238227052102209536
"The media says, ""Coronavirus is coming."" And you prepare. The Bible says, ""Jesus is coming again."" And you don’t prepare. How ironic _by Elisa Simmons",2020-03-12,22:09:36+00:00,https://twitter.com/wallycuarto44/status/1238225655788998661
"In this days of crisis due to covid 19, Don’t Panic. Let us all have Faith that Lord Jesus is in Control. He is. and He always. ""Praise and Glory Honor and Strength"" #WalaKangKatuladoDiyos @Home Centrum Green… https://www.instagram.com/p/B9pkc6QjCUw/?igshid=yt9y36mn9e7p",2020-03-12,21:59:17+00:00,https://twitter.com/jonalyn0526/status/1238223061909897216
"Hindi pa nag papapasok so LRT, 6AM pa daw ang operation. Bakit ganun! Lalong maiipon mga tao nyan. Ok na nga ung dating schedule eh!!! Yan ba ang solusyon nyo para makaiwas sa COVID-19! EH LALONG DUMAMI ANG TAO! ",2020-03-12,21:52:41+00:00,https://twitter.com/ellababe003/status/1238221401019932672
Wtf!! Ang aga-aga ’yung kapit bahay namin pinagkakalat na may Ncov daw sa office namin! Seriously girl? May ma kwento lang?,2020-03-12,21:41:26+00:00,https://twitter.com/Gunds_/status/1238218570133209088
"DILG and NAPOLCOM CENTRAL OFFICES Work Suspension on March 13, 2020 (Friday) In line with measures to be undertaken to prevent the transmission of the Covid-19 in the workplace, the DILG has scheduled the disinfection of the entire building on March 13, 2020, Friday.",2020-03-12,21:21:05+00:00,https://twitter.com/YpilMon/status/1238213447805890561
Sabi naman ng ka-work ko na taga-sta. maria fale news daw yun. Wala man sa kanilang may confirmed case ng Covid-2019,2020-03-12,21:05:20+00:00,https://twitter.com/Kevin_Azur/status/1238209485191036928
"ang daming hanash nung ibang tao mga hoarder naman ng mga major needs, so pano kaming mahihirap? Til death poor as die? #Covid_19",2020-03-12,21:02:38+00:00,https://twitter.com/DanhelMR/status/1238208803083960320
"I’m not a fan of super lakas na perfumes, ang hirap huminga pag sobrang lakas yung gamit. Parang mas magkakasalit ako sa allergy ko kesa sa covid-19. ",2020-03-12,21:00:23+00:00,https://twitter.com/MoniqueRoseV/status/1238208237259730944
di ahh natatakot lang sa covid,2020-03-12,20:25:11+00:00,https://twitter.com/chrstphrkdd/status/1238199381926400000
"Sadly, COVID-19 is everywhere.",2020-03-12,19:50:50+00:00,https://twitter.com/glmr_rns21/status/1238190735783936000
