tweet,clean,topic
"These two DDS looney informed the public through their program ""punto por punto"" - that the Filipinos don’t have to panic. They compared d COVID-19 with tuberculosis as the latter is highly contagious w/a high mortality death rate. The 2 DDS belong to the blind loyalty society. ",looney informed public program punto punto filipinos dont compared tuberculosis latter highly contagious high mortality death rate belong blind loyalty society,5
Isang magandang hapon at nakakabahala ng dahil sa COVID 19 Lage po tayong mag iingat KaPamilya :)Panatilihin ang maging malinis. KIANO PerfectMarch @_kiatakahashi @iamginoroqueiv,magandang hapon nakakabahala lage tayong iingat kapamilya panatilihin malinis kiano perfectmarch,5
"Kung kailan kumalat ang local cases ng COVID-19 sa Pinas saka naitala ang pinakamainit na temperatura sa bansa ngayong 2020. Totoo man o hindi na namamatay sa mataas na temperatura ang virus, malinaw na pag-iingat ng Dios ’to sa atin. Instead of ranting, be grateful. Roma 8:28",kailan kumalat local cases pinas saka naitala pinakamainit temperatura bansa ngayong totoo namamatay mataas temperatura malinaw iingat dios instead ranting grateful roma,5
one random flat-earther said “ang cause ng covid-19 ay ang 5G network wave radiation” which another flat-earther seconded by saying “i agree. and bill gates had something to do with that disease” PANGINOON BAKIT :((,random flat earther said cause network wave radiation another flat earther seconded saying agree bill gates something disease panginoon,5
May covid na sa qc sana umulan ng alcohol hehehhe,umulan hehehhe,5
Ayy. Ayaw ko nyan. Diba sabi sa paniki galing ang NCOV!,ayaw nyan diba paniki galing,5
"Super wala ako sa mood simula pa kanina tapos yung nakatayo sa tapat ko sa bus, umubo siszt, walang facemask, I just looked at him blankly and put alcohol on my hands, head and face. Hindi lang naman dahil sa ncov diba pero sana basic manners?",super mood simula kanina tapos nakatayo tapat umubo siszt facemask looked blankly head diba basic manners,5
Anti-viral properties of Virgin Coconut oil vs 2019-nCOV! Many Filipinos know this secret! @lalarimando @Philbizwatcher @CryptoInfoLYL #nCoV #Philippines #NovelCoronavirus,anti viral properties virgin coconut many filipinos know secret,5
NCov Is less lethal than SARS but more contagious and infectious. The first death outside of China is a 44 year old male who suddenly died without the public being alerted on day one or even at ICU. Being young he must have been immune competent. Are we missing something?,less lethal sars contagious infectious first death outside china year male suddenly died without public alerted even young must competent missing something,5
"First nCoV-related death outside of China, sa Pilipinas po nangyari. The patient is a 44-yr-old man — OTHER THAN the first female Chinese patient who was declared positive of nCoV. Namatay daw sa ospital nung Saturday. Pero Sunday lang dineclare na dalawa sila, AFTER MAMATAY???",first related death outside china pilipinas nangyari patient first female patient declared positive namatay ospital saturday sunday dineclare mamatay,5
"Sobrang pakikisama naman pinakita ng Pilipinas sa China, 1st case of #ncoV related death. Gusto mag trend ng Pinas eh, kaya ayan Viral na rin. Vlogger ka Pinas?? ",sobrang pakikisama pinakita pilipinas china case related death trend pinas ayan viral vlogger pinas,5
"Eh baket kase pinagpipilitan nyo ang chinese travel ban eh hindi nga yan ang immediate solution. Juskorudy. Ncov has low fatality rate, less infectious than TB, and our first case came from HK, not China. Admit it, u just lurveee someone to blame. Kayo ang cause ng paniccc!!",kase pinagpipilitan travel immediate solution juskorudy fatality rate less infectious first case came china admit lurveee someone blame cause paniccc,5
Ncov ghour naalala ko hindi b to ing black death dati ung almost half ng european namatay sa disease around 13 hundreds,ghour naalala black death dati almost half european namatay disease around hundreds,5
"The first coronavirus is in San Lazaro hospital which is approximately 9 mins away from U-Belt. If this becomes a full-scale outbreak, it would literally send many students to death.",first lazaro hospital approximately mins away belt becomes full scale outbreak would literally send many students death,5
"i think the public has the rights na malaman yung specific hospital kung saan nakastay yung nag positive sa ncov instead of just saying ""government hospital"" cos they said it themselves, it can spread wildly in hospitals",think public rights malaman specific hospital nakastay positive instead saying government hospital said spread wildly hospitals,5
may coronavirus na sa pinas. thanks to the chekwas and the government who doesn’t seem to do anything about it. ,pinas thanks chekwas government doesnt seem anything,5
Idk but people in Japan use masks every day even if its not the flu season/ with or without epidemic disease but still has confirmed cases of NCOV so... ,people japan masks every even season without epidemic disease still confirmed cases,5
"With coronavirus, ASF, criminals, prostitutes &amp; other pestilence brought here by mainland Chinx, it’s very suspicious it may be deliberately done to weaken the Philippines fundamentally from its core to its government ",criminals prostitutes pestilence brought mainland chinx suspicious deliberately done weaken philippines fundamentally core government,5
SARS started in China and they have another outbreak of Swine flu recently. Both are strains of coronavirus. Just something to think about. ,sars started china another outbreak swine recently strains something think,5
"Sa totoo lang, mas natatakot ako sa train of thought ni Duterte kaysa sa COVID-19. Sa ganitong sitwasyon, pulis at militar talaga ang ikakalat? Bakit hindi health professionals? Mukhang sinasamantala na naman ng mga naghahari-harian ang sitwasyon. Martial Law? Abangan.",totoo natatakot train thought duterte ganitong sitwasyon pulis militar ikakalat health professionals mukhang sinasamantala naghahari harian sitwasyon martial abangan,6
Mag lagay ng alcohol sa kamay para maiwas sa COVID 19 @Sitio San Roque Brgy. Sangandaan Q.c https://www.instagram.com/p/B9tAXjehIEl/?igshid=4d3rieemw0so,kamay maiwas roque brgy sangandaan,6
"From Montalban, Rizal to Makati, I always leave the house 3 hrs before my shift. Kung mas aagahan ko pa aba baka magka-COVID-19 din ako dahil lagapak na resistensya ko. ",montalban rizal makati always leave house shift aagahan baka magka lagapak resistensya,6
Happy Valentines Day people! May quick survey ako today: #Jojowain o N-nCoV-in ? (NCoV: no cash on valentines day). Vote wisely. #ValentinesDay2020 #Valentines,happy valentines people quick survey today cash valentines vote wisely,6
NCOV. NO CASH ON VALENTINES ,cash valentines,6
nCOV No Cash On Valentine’s,cash valentines,6
NCoV- NEED CASH ON VALENTINES,need cash valentines,6
NCOV No Cash On Valentines ,cash valentines,6
may ncov ako ngayon no cash on valentines ,cash valentines,6
Marami akung kilala na may NCov. ( No Cash on Valentines ) ,akung kilala cash valentines,6
NCOV = No Cash On Valentines.,cash valentines,6
ncov? no cash on valentine’s??,cash valentines,6
"tungunuh ngayong meron na case baka sasabihin na naman nya ""kainin ko pa yang coronavirus na yan"" ",tungunuh ngayong meron case baka sasabihin kainin yang,6
Shocks. Meron na positive case ng COVID sa Diliman Doctors. Ang lapit na sa’min.,shocks meron positive case diliman doctors lapit,6
This covid-19 issue makes me paranoid. Feeling ko makati lagi lalamunan ko tapos kwekwestyonin ko kung nahihirapan ba akong huminga,issue makes paranoid feeling makati lalamunan tapos kwekwestyonin nahihirapan akong huminga,6
NCoV no chupa on Valentines,chupa valentines,6
Sometimes nagpopost ako Sa FB about covid 19 then later binubura ko din if narealize ko na parang praning Na ako. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,sometimes nagpopost later binubura narealize parang praning morissette newyoutubevlog asias phoenix,6
Kung pwede lang mawala ng isang iglap ang covid 19 Sa buong mundo. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,pwede mawala iglap buong mundo morissette newyoutubevlog asias phoenix,6
Panoorin mo to tapos panoorin mo ulit yung presscon ni Duterte. #Covid_19PH,panoorin tapos panoorin ulit presscon duterte,6
"Hindi naman makakabawas ng case nang Covid yung pag babash nyo sa government eh, be mindful sa mga sinasabi nyo kung nakakatulong or hindi. ",makakabawas case babash government mindful sinasabi nakakatulong,6
"nag-away kami ni mama dahil sa NCOV na yan, though gusto nya akong malayo sa sakit na yon, kaso usto ko lumabas ng bansa sa Holy week, pero buti maganda yung kapalit ng pagpunta ko ng Taiwan",away mama though akong malayo sakit kaso lumabas bansa holy week buti maganda kapalit pagpunta taiwan,6
Muka lang akong chill. Pero natatakot nako sa covid-19 haha.,muka akong chill natatakot nako,6
papawis mamaya. kahit may ncov. ,papawis mamaya,6
Iwasan muna baka mamaya may ncov crush mo mahawa kapa,iwasan muna baka mamaya crush mahawa kapa,6
"Pag ganito ang sitwasyon sa bansa, etong mga Internet services natin SANA MAAYOS man lang at hindi ganito kabagal. Kasi Internet na lang ang kakapitan ng mga tao para mag-stay sa bahay, at para makakuha ng updates & info about COVID-19. @talk2GLOBE @PLDT_Cares ",ganito sitwasyon bansa etong internet services natin maayos ganito kabagal kasi internet kakapitan bahay makakuha updates info,6
"Sumobra na pahinga ko huhu, COVID-19 stop kana please namimiss ko na work ko huhu.",sumobra pahinga stop kana please namimiss work,6
Hindi nako natutuwa sa covid nayan,nako natutuwa nayan,6
"MISS, KASO DI KA NAMAN NA LUMALABAS KAHIT WALANG COVID-19 E HAHAHAHAAHAHAHAHA",miss kaso lumalabas hahahahaahahahaha,6
Nakakalungkot lang kasi pati pagsamba kailangan muna itigil para lang makaiwas sa Covid-19 ,nakakalungkot kasi pati pagsamba muna itigil makaiwas,6
Marami na tayong paalala sa mga tao upang makaiwas sa COVID-19. Tandaan lang natin na iwasan na ninyong hawakan yung taong bibitawan ka lang din.,tayong paalala upang makaiwas tandaan natin iwasan ninyong hawakan taong bibitawan,6
"""Tip para makaiwas covid-19. Umiwas muna sa mga pampublikong transportation"" Hearing this while on the bus this morning... ",makaiwas umiwas muna pampublikong transportation hearing morning,6
Para makaiwas sa covid-19 iwasan nyong hawakan yung taong bibitawan ka lang din.,makaiwas iwasan nyong hawakan taong bibitawan,6
Na touch naman ako tawag na sila ng tawag kina kamusta ako OK lang OK lang yan nak may ncov pa dun baka dun ka na denied.,touch tawag tawag kina kamusta baka denied,6
"Kahit ano gawin mo di ka naman kakapitan ng ncov, sino ba nag stay sayo? Lahat naman iniiwan ka diba?",gawin kakapitan sayo iniiwan diba,6
Self quarantine ng mag-isa ay di biro Covid-19 umalis ka sa Pinas please Miss ko na Ba be ko ,self quarantine biro umalis pinas please miss,6
BAKIT ANG DAMING PILIPINONG GINAGAWA LANG BIRO ANG COVID!??!??!??? COVID IS NOT A JOKE,daming pilipinong biro joke,6
"Makati Mayor Abby Binay: Hindi po ako nanakot, ako po ay nakikusap. Hindi po biro ang COVID-19",makati mayor abby binay nanakot nakikusap biro,6
"Hi Mayor Joy @officialqcmayor , please clarify regarding employees like me who work in Makati but QC residents, for example. Hindi n po kmi pwede lumabas ng QC to work? #Covid_19",mayor please clarify regarding employees like work makati residents example pwede lumabas work,6
Mayor Joy parang mas gugustuhin q nalang mahawaan ng Covid 19 para gumalaw galaw kana dyan,mayor parang gugustuhin mahawaan gumalaw galaw kana dyan,6
"Mayor Joy be like. "" I already announced that there’s positive case of covid 19 in QC.. that’s it..Im done"" ",mayor like already announced theres positive case thats done,6
Jusko positive na COVID-19 dito sa QC. Ano na Mayor Joy? ,jusko positive mayor,6
Bakit hindi trending si Mayor Joy dami hanash.. Mukhang lahat ng galit sa gobyerno taga QC. #Covid_19 #QuaratineLife #QuaratineLife,trending mayor dami hanash mukhang galit gobyerno taga,6
mas marami pa ang infected ng tiktok virus kesa covid jusko mama,infected tiktok kesa jusko mama,6
Guys ang kulit talaga ng dalawang ito. Sinabi ng stay at home pero gala ng gala. Basain ang mapa ni Dora. Si Diego isa din to. #StayAtHome #Covid_19 #CoronaCrisis #lockdown,guys kulit dalawang sinabi home gala gala basain mapa dora diego,6
"As I always wear this face mask, eventually my booger went white. Gross but it’s legit #Covid_19 #coronavirus",always wear eventually booger went white gross legit,6
"“Pwede kayong magbakasyon dyan lang sa bahay. Ikot-ikot muna kayo sa bahay n’yo baka may hindi pa kayo napupuntahan,” - Pres. Duterte Day 4 of #enhancedcommunityquarantine #covid_19 #stayathome #workathome… https://www.instagram.com/p/B985MHdHAPe/?igshid=1tcktgwio7il2",pwede kayong magbakasyon dyan bahay ikot ikot muna bahay baka napupuntahan pres duterte,6
"Kapag ako talaga hindi na natutuwa, kahit walang Covid kaya kong mag-distancing hehe!",natutuwa distancing hehe,6
Since medyo hindi okay pakiramdam ko this last 2 days and wala akong gana kumain naisipan kong mag ganito.. lemon juice kasi yung lalamunan ko.. Oppsss! Don’t panic this is not ncov nakailang matamis kasi ako kagabi tapos hindi ako nakainum ng tubig ng maayos so ayun! ,since medyo okay pakiramdam last days akong gana kumain naisipan ganito lemon juice kasi lalamunan oppsss dont nakailang matamis kasi kagabi tapos nakainum tubig maayos ayun,6
Wag kayong matakot sa NCOV dba malinis naman kayo? Tipid kayo sa alcohol!,kayong matakot malinis tipid,6
Let’s do sosyal distancing also people. Sosyal distancing= yung lalayo muna sa mga sosyal na gawain at bagay- bagay kasi baka maubos ang pera #SocialDistancing #coronavirus #COVID2019 #LuzonQuarantine #laughteristhebestmedicine,lets sosyal distancing people sosyal distancing lalayo muna sosyal gawain bagay bagay kasi baka maubos pera,6
"Para maiwasan ang NCoV, Palakasin ang immune system sabi nga ni Sec. Panelo ""no need to ban Chinese friends, you just need to boost your immune system"", so tayo na po ang mag adjust. -Baka hindi pa nakainom ng gamot si Tatang. Paka obob. Before and After. ",maiwasan palakasin panelo need friends need boost adjust baka nakainom gamot tatang paka obob,6
"Sa panahon na kumakalat ang COVID-19, paano tayo makakaiwas sa sakit? Me: Makakaiwas sa sakit? Nakoo hindi ko alam eh. Kasi nung nasaktan ako hindi ako nakaiwas eh. Hindi ka talaga makakaiwas sa sakit.",kumakalat makakaiwas sakit makakaiwas sakit nakoo alam kasi nasaktan nakaiwas makakaiwas sakit,6
PLEASE SHARE. Ang bleach na inihalo sa tubig ay mahusay na pamatay sa virus pero PLEASE - HUWAG ILAGAY ANG BLEACH solution sa basyo ng mineral water o lalagyan ng tubig. Meron na pong kaso nang nakainom ng bleach solution na naospital. #COVID_19,please share bleach inihalo tubig pamatay please bleach solution basyo mineral water lalagyan tubig meron pong kaso nakainom bleach solution naospital,6
"Tinolang Tahong, madaming luya at maanghang para iwas Ncov-19 @Barangay 41, Caloocan City https://www.instagram.com/p/B9wR2YeHO89WYREvaWjwGAG3MCMQnryfFI8Zc80/?igshid=1lauz93p6lykw",tinolang tahong madaming luya maanghang iwas caloocan city,6
Ready na barilin ng mga militar natin dito sa bansa ang covid-19 sksksks,ready barilin militar natin bansa sksksks,6
"Hindi talaga ang CoViD-19 ang palatay sa atin eh, yung kahirapan ng bansa.",palatay kahirapan bansa,6
"am deprived again, i need alcohol to drive away coronavirus ",deprived need drive away,6
Pag apak ko sa bahay sa Alangan. Papa: Baka may COVID ka na? Mama: Mag alcohol ka muna bago ka mag mano. HUYYYYY GRABE KAYOOOOO. PAMILYA KO BA KAYO HAHAHAHHA SHUTA.,apak bahay alangan papa baka mama muna huyyyyy grabe kayooooo pamilya hahahahha shuta,6
Selfie muna habang naglilinis ng floorwax at magsuot ng face mask para maiwas ang COVID-19. @Sitio San Roque Brgy. Sangandaan Q.c https://www.instagram.com/p/B9tYDlIBoEm/?igshid=xqjpdbroxp63,selfie muna naglilinis floorwax magsuot maiwas roque brgy sangandaan,6
"Pag 8 PM kasi lumalabas na yung COVID-19. Pucha ’tong gobyernong ’to, mga oportunista! ",kasi lumalabas pucha gobyernong oportunista,6
Yung dahil alcohol ang pangontra Sa COVID 19 ginawa Na nilang mag inom araw araw! Ang hirap makisama. Morissette NewYouTubeVlog @its_morissette Asias Phoenix,pangontra araw araw hirap makisama morissette newyoutubevlog asias phoenix,6
"Yung mga bansa na ginamit ang social distancing, gaya ng South Korea at Singapore, napabagal ang pagkalat ng covid-19 virus. Ito ang dapat natin gawin kesa magpanic. Kaya layuan nyo na ang mga taong hindi naman kayo importante sa buhay nila ",bansa ginamit social distancing gaya south korea singapore napabagal pagkalat natin gawin kesa magpanic layuan taong importante buhay,6
"Sometimes you would think that, after weeks of hardwork, we deserve to travel or buy some new clothes or eat at a fancy restaurant but ending up “nah”.You have to keep safe, be distant and boost own immune system These are far more important amidst Covid-19 crisis.Keep safe yall",sometimes would think weeks hardwork deserve travel clothes fancy restaurant ending keep safe distant boost important amidst crisis keep safe yall,6
Mawala sana bigala yung covid-19 para yang mga hoarders na yan di alam kung ano gagawin sa mga alcohol nila. Inumin nyo yan!!!,mawala bigala yang hoarders alam inumin,6
"I pray and I believe that COVID-19 will end before Holy Week happens. In Jesus Name We Pray, AMEN! #lockdown #coronavirus",pray believe holy week happens jesus pray amen,6
Duterte: *coughs after press con* Coronavirus: ,duterte coughs press,6
Mahabang pahinga COVID-19 ,mahabang pahinga,6
"I am seriously bothered by this COVID-19 outbreak in the PH bcoz I [think] I have a weak immune system. Been drowning myself w/ water, berocca, vegetables &amp; fruits and I am religiously ff the handwashing/rubbing &amp; constantly disinfecting my place. But will it be enough?!",seriously bothered outbreak bcoz think weak drowning water berocca vegetables fruits religiously handwashing rubbing constantly disinfecting place enough,6
Sabi nila matatanda vulnerable sa NCOV-2019 di ba?? Try nga natin sa hukluban na to. Please lang. My gosh!! ,matatanda vulnerable natin hukluban please gosh,6
Sana tamaan nalang ako ng CoViD para wala ng lumapit saken na lalayo din naman after.,tamaan lumapit saken lalayo,6
Meryenda muna para dumulas lang sakin ang Ncov. #bakunawa #albatross #bariles #harabas #mangkok @Vgp Center Ayala Ave. Makati City https://www.instagram.com/p/B9loXFAJ0t9/?igshid=1lybsxzrlrmfh,meryenda muna dumulas sakin center ayala makati city,6
"COVID REMEDY @Eastwind Homes Subd. Montalban, Rizal https://www.instagram.com/p/B9ll8pxAZ-8/?igshid=toymlanj3mmb",remedy homes subd montalban rizal,6
"Grabe yung Covid-19 hanggang ML meron, ",grabe meron,6
Magiging okay ang lahat yang NCov na yannn mawawala dinn yan...,magiging okay yang yannn mawawala dinn,6
"Feeling ko hindi naman ako kakapitan ng NCov na yan, kasi wala naman nagstay saken, lahat bumitaw.... ",feeling kakapitan kasi nagstay saken bumitaw,6
GAGO SABI KO KAY MAMA MAG-ALCOHOL SIYA LAGI KASI 35 CASES NA ANG COVID-19 SA PH TAS SINAGOT BA NAMAN SA’KIN GIN POMELO LANG ANG SAGOT DO’N HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,mama kasi cases sinagot sakin pomelo sagot hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,6
"Not all NCOV are scary and deadly some are cute and huggable. Meet Mirriam’s newest pup his name is Encove #puppie #puppielove #puppyoftheday @Brgy. Santolan, Pasig City https://www.instagram.com/p/B9i1fXlnbwiZHKVUsvRgaFzlK_1airPO-eUPkw0/?igshid=1osdl8f44u1wy",scary deadly cute huggable meet mirriams newest encove santolan pasig city,6
NCOV ka lang gala akong tao!!! ,gala akong,6
it’s so scary ncov is everywhere. take care always guys and maligo kayong lahat!!,scary everywhere always guys maligo kayong,6
Concentrated sa Pasig area yung mga nagpa-positive sa COVID-19. Ingat ingat! ,concentrated pasig area nagpa positive,6
"Kung kelan nagconfirm yung ibang bansa na may COVID patient sa kanila galing dito, saka kayo nagconfirm. Halatang-halata eh",kelan nagconfirm ibang bansa patient galing saka nagconfirm halatang halata,6
"Elders are vulnerable to COVID-19. Ingat. Baka kakabuka mo ng bunganga mo, mahawaan ka. Marami magdiriwang. ",elders vulnerable baka kakabuka bunganga mahawaan magdiriwang,6
TANGINA MO COVID 19! DI NAMAN NAMIN NEED NG MEET AND GREET MO DITO SA EAST. Dfq. ,need meet greet east,6
"*Covid-19 news* mama: oh ayan tigilan mo na kakainom mo, kung san san ka pa naman nagpupunta papa: bat ko titigilan?? eh alcohol nga yon, pangontra nga yon sa virus. wtf tatay q talaga siya ",news mama ayan tigilan kakainom nagpupunta papa titigilan pangontra tatay,6
Ayan na naman tayo sa COVID-19 scare. Praning na naman ako neto ,ayan scare praning neto,6
"People on social media reacting to how the Church deals with the #coronavirus (2/3) : Bishop: ""We rely on the discretion of the pastor on how to distribute ashes."" People: ""These priests don’t care about us! What if the ashes are infected with the virus?""",people social media reacting church deals bishop rely discretion pastor distribute ashes people priests dont ashes infected,6
Malamig kasi klima dun kaya madali madale immune system. Buti na lang magsummer na dito. Pero baka nasa 30k na rin nawala sakin dahil sa job cancellation due to ncov,malamig kasi klima madali madale buti magsummer baka nasa nawala sakin cancellation,6
NCOV No Chupa On Valentines,chupa valentines,6
Ate heart pwede po ako pabili ng apples and kiat kiat sabi pangdagdag sa immune system ito at para malayo sa sakit at NcoV Ard ,heart pwede pabili apples kiat kiat pangdagdag malayo sakit,6
nCoV = No Chupa On Valentines ,chupa valentines,6
TANGINAAA AIRBONE NA ANG CORONAVIRUS!!! MEANING PWEDE KA NA MAHAWA THROUGH INHALATION!!!! ,tanginaaa airbone meaning pwede mahawa inhalation,6
Sakit sa Feb 14 ang NCOV.. N-No C-Cash O-On V-Valentines... ,sakit cash valentines,6
Ako lang ba yung NCOV? No Chocolates on Valentine’s,chocolates valentines,6
"That’s strange. January 23: First virus outside Wuhan - lockdown or Travel restrictions placed on Wuhan’s neighboring cities, impacting millions of people. Why would WHO encourage travel to China , the source of NCOV when rest of the world imposes quarantine and travel bans ?",thats strange january first outside wuhan lockdown travel restrictions placed wuhans neighboring cities impacting millions people would encourage travel china source rest world imposes quarantine travel bans,6
"Class S po ako. Kami kami nila Eugene at Taguro. Gusto ko rin po maniwala kay Sec. Panelo na kailangan lang palakasin ang immune system. Pero, pero... Bakit naman may namatay dito sa Pinas? #Batang90s #ncov @… https://www.instagram.com/p/B8Em4J0n6pu/?igshid=hk044s3cbt3g",class eugene taguro maniwala panelo palakasin namatay pinas,6
"Sabi ng pinsan ko, hindi kaya Bad-karma na ng bad chinese people ang Ncov. I ask why did you say so And sabi nya, diba sakanila nag mumula yung mga fake na bagay like plastic rice, plastic noodles, plastic egg, plstc repolyo etc.",pinsan karma people diba sakanila mumula fake bagay like plastic rice plastic noodles plastic plstc repolyo,6
Sana gawin ni Duts versus nCoV yung same strategy versus Taal. Ihian niya yung virus. Tapos kainin niya yung laway at cough and sneeze droplets ng mga infected.,gawin duts versus strategy versus taal ihian tapos kainin laway cough sneeze droplets infected,6
"So someone told me na mas okay daw gamitin ang face mask than N95 mask kasi pati ""daw"" sa eyes pwedeng pumasok yung corona virus. If you want to correct me on this please enlighten me, sinabi lang din kasi sya saken but still please wear mask ALL THE TIME #ncovph #coronavirus",someone told okay gamitin kasi pati eyes pwedeng pumasok corona correct please enlighten sinabi kasi saken still please wear time,6
"TO AVOID NCov, REMEMBER WUHAN(like the Alamo) W- wash your hands thoroughly U- use proper mask H-have temperature checked regularly A-avoid large crowds N- never touch your face with unclean hands; no beso beso no handshake",avoid remember wuhan like alamo wash thoroughly proper temperature checked regularly avoid large crowds never touch unclean beso beso handshake,6
"Mama: Nak may nCoV na dito sa Pinas. Magsuot ka ng mask lagi. Me: Mama ubos na mask sa drugstore. Mama: May mga luma akong bra, guputin mo tapos gawin mong mask. Me: #GaanoKaKapraning",mama pinas magsuot mama ubos drugstore mama luma akong guputin tapos gawin mong,6
utang na loob naman may nCoV na sa bansa tapos wala pa din tubig anuna mamamatay nalang ba tayong lahat,utang loob bansa tapos tubig anuna mamamatay tayong,6
"Remember W-U-H-A-N W - wash hands U - use mask properly H - have temperature checked regularly A - avoid large crowds N - never touch your face with unclean hands, no beso-beso (ASec.Tayag, DOH) Photo credits to @theasianparent_ph #coronavirus #CoronavirusOutbreak #Philippines",remember wash properly temperature checked regularly avoid large crowds never touch unclean beso beso asec tayag photo credits,6
Confirm na ngayon na may taong may Ncov baka naman pede na tayong di magpapasok ng Chinese dito oh nakakaalarma baka maraming mahawa :( ,confirm taong baka pede tayong magpapasok nakakaalarma baka maraming mahawa,6
magbunyi na ung mga agit na agit magka nCoV d2 sa Pinas... gigil na gigil eh... ayan tuloy nagkaroon na.... Sad Let’s all be careful na lang ang protect ourselves and boost our immune system... Pray din tayo na magka vaccine na para matalo na ang virus ,magbunyi agit agit magka pinas gigil gigil ayan tuloy lets careful protect boost pray magka vaccine matalo,6
#DOH pls explain this. Mas marami tayo Chinese visitors compare to Singapore pero bakit sinasabi nyo na NCOV free pa rin ang bansa natin? Wag na tayo mag lokohan dito hanggang sa ganitong sitwasyon corruption pa rin ba uunahin nyo. Magkano ba ang bigayan dyan para lang manahimik? ,explain visitors compare singapore sinasabi free bansa natin lokohan ganitong sitwasyon corruption uunahin magkano bigayan dyan manahimik,6
Oo nga. Parang mas napabilis yung buhay niya because of NCov? Di ba ang HIV nagagamot naman? Feeling matalino ako curious lang din. ,parang napabilis buhay nagagamot feeling matalino curious,6
"tanginis kasi tong mga chekwa na to nCoV pa kayo nalalaman, kagigil kayo mga ser",tanginis kasi chekwa nalalaman kagigil,6
"Why do I have this feeling na tinatagi ng government kung yung mga cases ng nCov. Feeling ko kasi meron na, like yung sa San Lazaro na patient. ",feeling tinatagi government cases feeling kasi meron like lazaro patient,6
Dahil sa Coronavirus nayan feeling ko tuloy magkaka zombie na,nayan feeling tuloy magkaka zombie,6
"oo, tapos according sa tito ng pinsan ko (a doctor) from metropolitan hospital ayaw daw ipagsabi nung director ng hospital na may positive na sa NCOV, mga kapitalistang takot mawalan ng pasyente, mga hangal sa sariling bansa! TANGINA NG MGA CHINESE. TANGINA NG MGA KAPITALISTA. ",tapos according tito pinsan doctor metropolitan hospital ayaw ipagsabi director hospital positive kapitalistang takot mawalan pasyente hangal sariling bansa kapitalista,6
Toki it says a Chinese hospital in Manila has a patient positive of Coronavirus and they don’t want to give an information to the proper authorities for fear it affects their business ,toki says hospital manila patient positive dont give information proper authorities fear affects business,6
"Chinese who are in china should be lockdown to there country. Masama na kung masama. Atleast safe ang buong mundo mula sa inyo. Hilig niyo kasi kumain ng exotic lalo na sa wild animals. Wala kayong disiplina. Ayan, pati tuloy ibang tao nadadamay sa sakit niyo. #coronavirus",china lockdown country masama masama atleast safe buong mundo inyo hilig niyo kasi kumain exotic lalo wild animals kayong disiplina ayan pati tuloy ibang nadadamay sakit niyo,6
Legit ba na through eyes ang coronavirus?,legit eyes,6
Ahas at paniki ang nireresearch sa wuhan ang orig ng ncov,ahas paniki nireresearch wuhan orig,6
"Si ate nga na laging nasa hospital, mas prone mahawaan ng nCoV ano nahawaan ba siya???? MY GOSH TALAGA.",laging nasa hospital prone mahawaan nahawaan gosh,7
Wild animals are not meant to be eaten. Most deadly virus came from them. AIDS from chimpanzees EBOLA is prevalent among monkeys Rabies from most forest animals including racoon & bats SARS and nCOV from small mammals.,wild animals meant eaten deadly came aids chimpanzees ebola prevalent among monkeys rabies forest animals including racoon bats sars small mammals,7
Meron na daw confirmed covid case sa ust hospital.. ampota kahit katabi ko lang office namin nakakatakot na lumabas..,meron confirmed case hospital ampota katabi office nakakatakot lumabas,7
"Tumataas ’yung bilang ng may confirmed cases ng COVID-19. ’Yung dami ng taong hindi nagfa-fact check, tumataas din.",tumataas confirmed cases dami taong nagfa fact check tumataas,7
"Pwdeng kaya iisa ang confirmed na kaso sa Pilipinas ay dahil: wala tayong sapat na kakayanan para malaman ng MABILIS kung ang isang kaso ay kumpirmadong #nCov2019. Pangalawa, sa tagal ng incubation period ng nCov, pwedeng may virus na sa katawan mo pero wala pang sintomas.",pwdeng iisa confirmed kaso pilipinas tayong sapat kakayanan malaman mabilis kaso kumpirmadong tagal incubation period pwedeng katawan sintomas,7
Grabee grabeeeh halos cancelled ang mga ganap lalo this March and April...its for everyone’s safety naman so goow lang. Kalisod ba ani oy. COVID anuna?! ,grabee grabeeeh halos cancelled ganap lalo march april everyones safety goow kalisod anuna,7
"Santolan Pasig -WALA. Paging @VicoSotto paki kalampag nga po. Noong eleksyon ang sisipag magbahay-bahay. Nung pasko, may pa-party pa. Ngayon na may #Covid_19 wait lang daw. Isang lingo na kaming naghintay sa wala.",santolan pasig paging paki kalampag noong eleksyon sisipag magbahay bahay pasko party wait lingo kaming naghintay,7
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9NkY6MB9PF/?igshid=1drx6d7encxzy,convocation speaker malu topic building puyat makati,7
